Date,N1,N2,N3,N4,N5,FireBall
15.02.2013,3,5,6,14,26,5
12.02.2013,1,2,13,15,30,2
08.02.2013,1,8,10,20,22,2
05.02.2013,5,10,11,24,31,9
01.02.2013,4,9,11,17,32,7
29.01.2013,4,15,17,19,25,5
25.01.2013,6,12,23,27,33,1
22.01.2013,2,10,25,29,30,4
18.01.2013,1,4,5,30,31,5
15.01.2013,10,14,20,32,34,10
11.01.2013,1,8,17,23,26,3
08.01.2013,15,20,22,24,33,6
04.01.2013,5,11,22,26,34,8
28.12.2012,1,3,5,7,16,10
21.12.2012,1,4,6,22,25,3
18.12.2012,3,8,14,22,25,4
14.12.2012,3,19,20,26,33,8
11.12.2012,6,19,23,25,31,2
07.12.2012,7,11,18,25,35,7
04.12.2012,7,8,9,24,25,8
30.11.2012,2,3,5,31,32,3
27.11.2012,1,4,10,18,20,5
23.11.2012,1,2,26,30,31,9
20.11.2012,2,7,12,13,21,6
16.11.2012,6,15,24,25,34,2
13.11.2012,2,7,11,25,29,5
09.11.2012,5,19,20,27,28,1
06.11.2012,7,13,23,33,34,7
02.11.2012,6,9,22,23,28,1
30.10.2012,3,7,14,20,31,10
26.10.2012,2,22,24,29,31,10
23.10.2012,4,10,15,29,35,4
19.10.2012,3,6,7,24,29,3
16.10.2012,8,26,29,31,33,10
12.10.2012,1,11,19,20,24,3
09.10.2012,7,13,19,20,24,4
05.10.2012,5,8,19,21,28,10
02.10.2012,15,17,24,30,31,3
28.09.2012,17,22,26,29,35,8
25.09.2012,4,14,15,24,34,1
21.09.2012,3,4,12,18,31,2
18.09.2012,2,13,19,25,34,7
14.09.2012,5,8,10,23,25,7
11.09.2012,3,15,29,34,35,1
07.09.2012,14,16,18,23,33,2
04.09.2012,9,11,15,18,34,8
31.08.2012,6,10,11,23,24,6
28.08.2012,4,22,26,31,34,8
24.08.2012,10,15,20,22,35,1
21.08.2012,8,11,23,24,27,5
17.08.2012,9,16,22,32,35,3
14.08.2012,1,8,11,27,30,1
10.08.2012,1,5,10,18,35,8
07.08.2012,7,8,24,27,35,7
03.08.2012,3,4,9,12,15,5
31.07.2012,7,12,13,15,21,8
27.07.2012,3,7,17,26,31,4
24.07.2012,4,8,17,29,33,8
20.07.2012,12,14,26,29,33,1
17.07.2012,3,14,18,27,33,7
13.07.2012,7,18,20,27,29,3
10.07.2012,4,16,19,30,32,1
06.07.2012,11,21,22,27,35,5
03.07.2012,19,20,21,27,31,3
29.06.2012,1,7,13,19,35,7
26.06.2012,3,22,23,29,30,7
22.06.2012,4,10,14,18,31,1
19.06.2012,7,11,14,21,35,2
15.06.2012,3,7,10,20,35,9
12.06.2012,2,8,11,17,23,2
08.06.2012,6,11,13,15,19,4
05.06.2012,2,17,22,31,33,7
01.06.2012,10,11,12,15,30,9
29.05.2012,3,13,24,26,35,9
25.05.2012,6,9,14,20,27,9
22.05.2012,1,2,7,15,16,3
18.05.2012,6,8,19,28,33,7
15.05.2012,4,5,8,9,33,7
11.05.2012,1,7,21,34,35,7
08.05.2012,9,12,21,26,33,9
04.05.2012,2,6,8,19,32,10
01.05.2012,2,4,6,13,23,4
27.04.2012,2,5,11,21,24,1
24.04.2012,15,17,18,27,34,7
20.04.2012,2,5,20,22,25,6
17.04.2012,8,10,18,19,30,3
13.04.2012,4,5,10,13,34,6
10.04.2012,3,16,23,34,35,8
03.04.2012,8,21,32,33,35,1
30.03.2012,4,9,15,30,32,5
27.03.2012,4,14,15,20,27,5
23.03.2012,15,25,27,32,35,9
20.03.2012,3,22,23,30,31,2
16.03.2012,2,6,27,30,31,9
13.03.2012,3,8,13,30,35,10
09.03.2012,3,4,16,17,29,1
06.03.2012,4,18,20,22,33,4
02.03.2012,13,18,23,28,30,9
28.02.2012,2,21,23,28,31,8
24.02.2012,4,10,12,23,28,7
21.02.2012,1,6,10,14,22,4
17.02.2012,15,18,22,31,35,3
14.02.2012,1,4,5,12,27,10
10.02.2012,1,4,6,21,23,8
07.02.2012,4,6,22,32,33,1
03.02.2012,9,11,13,17,23,7
31.01.2012,7,10,15,22,28,5
27.01.2012,2,3,22,29,35,9
24.01.2012,6,14,24,27,35,4
20.01.2012,7,8,22,28,29,2
17.01.2012,3,7,10,27,31,4
13.01.2012,1,7,9,11,21,1
10.01.2012,9,14,22,32,35,7
06.01.2012,9,10,22,23,27,2
03.01.2012,10,17,20,26,30,8
30.12.2011,11,18,23,28,32,3
23.12.2011,1,2,4,22,34,2
20.12.2011,10,20,24,31,32,8
16.12.2011,5,12,14,27,29,5
13.12.2011,3,12,14,17,25,6
09.12.2011,5,19,24,28,35,9
06.12.2011,16,27,28,31,34,4
02.12.2011,4,14,22,27,31,4
29.11.2011,1,2,6,17,25,4
25.11.2011,4,17,29,30,33,5
22.11.2011,2,13,23,24,33,6
18.11.2011,3,4,8,25,30,9
15.11.2011,3,10,11,17,21,6
11.11.2011,4,12,15,28,29,6
08.11.2011,4,18,26,27,32,3
04.11.2011,1,5,14,29,31,8
01.11.2011,7,8,15,18,31,8
25.10.2011,4,6,7,13,27,10
21.10.2011,14,16,21,22,35,7
18.10.2011,12,18,22,32,35,4
14.10.2011,4,18,24,28,34,6
11.10.2011,6,7,15,20,28,9
07.10.2011,3,4,5,16,29,8
04.10.2011,4,8,16,21,32,5
30.09.2011,4,6,11,23,34,5
28.09.2011,2,7,24,29,34,9
27.09.2011,5,11,20,22,31,8
23.09.2011,8,15,20,22,34,9
20.09.2011,4,13,19,27,30,3
16.09.2011,2,9,10,24,28,5
13.09.2011,2,5,14,17,24,8
09.09.2011,1,11,14,24,27,6
06.09.2011,6,8,10,20,25,8
02.09.2011,8,12,21,24,28,8
30.08.2011,1,6,14,22,24,4
26.08.2011,3,18,23,29,35,1
23.08.2011,1,5,20,23,35,1
19.08.2011,2,3,20,21,33,2
16.08.2011,11,15,23,29,34,8
12.08.2011,4,6,12,24,28,9
09.08.2011,5,26,29,32,35,7
05.08.2011,7,15,18,26,30,1
02.08.2011,3,4,8,14,30,1
29.07.2011,2,14,16,21,25,10
26.07.2011,10,17,22,23,32,10
22.07.2011,1,7,8,9,35,6
19.07.2011,3,17,18,20,33,2
15.07.2011,4,5,9,16,27,4
12.07.2011,8,15,16,31,35,9
08.07.2011,5,9,10,21,27,2
05.07.2011,1,4,16,19,34,10
01.07.2011,3,7,8,24,31,6
28.06.2011,1,3,14,22,28,4
24.06.2011,1,5,9,27,31,5
21.06.2011,18,20,24,25,26,7
17.06.2011,5,7,11,25,27,7
14.06.2011,6,9,14,17,18,6
10.06.2011,8,16,23,24,33,2
07.06.2011,1,12,20,26,30,9
03.06.2011,7,13,17,18,25,2
31.05.2011,1,6,27,32,35,5
27.05.2011,19,26,27,29,32,5
24.05.2011,7,11,12,15,32,10
20.05.2011,3,17,18,19,31,8
17.05.2011,3,18,21,23,35,10
13.05.2011,5,21,28,29,32,4
10.05.2011,4,10,11,24,31,3
06.05.2011,9,17,19,20,23,9
03.05.2011,11,13,14,17,27,5
29.04.2011,5,20,21,23,25,6
26.04.2011,1,9,10,25,31,9
19.04.2011,8,25,27,29,30,1
15.04.2011,15,17,25,28,31,7
12.04.2011,1,5,9,13,14,4
08.04.2011,10,19,29,34,35,4
05.04.2011,3,15,21,27,30,4
01.04.2011,1,10,18,21,31,1
29.03.2011,3,5,21,27,30,7
25.03.2011,1,15,17,29,34,3
22.03.2011,1,2,5,15,22,8
18.03.2011,10,11,14,20,25,8
15.03.2011,15,21,28,31,32,8
11.03.2011,1,4,8,20,35,2
08.03.2011,13,19,23,26,27,5
04.03.2011,3,12,19,20,28,1
01.03.2011,1,3,27,28,34,1
25.02.2011,2,6,30,34,35,1
22.02.2011,9,10,12,16,24,4
18.02.2011,9,22,26,29,30,8
15.02.2011,6,14,22,24,35,1
11.02.2011,6,7,14,18,26,4
08.02.2011,6,17,19,25,27,1
04.02.2011,3,10,13,18,19,10
01.02.2011,10,14,18,21,32,6
28.01.2011,4,9,17,25,35,1
25.01.2011,8,11,17,27,28,4
21.01.2011,10,21,24,30,35,5
18.01.2011,21,29,30,31,34,3
14.01.2011,2,16,23,27,29,1
11.01.2011,3,6,12,13,22,7
07.01.2011,2,14,16,25,35,5
04.01.2011,2,5,8,13,32,2
31.12.2010,1,6,12,21,22,1
28.12.2010,3,5,11,27,28,3
24.12.2010,8,23,24,29,31,9
21.12.2010,5,6,13,19,20,4
17.12.2010,2,11,19,26,33,7
14.12.2010,1,5,8,13,14,4
10.12.2010,10,19,22,26,28,24
