Date,N1,N2,N3,N4,N5,FireBall
2018-01-16,11,18,23,33,34,6
2018-01-19,9,25,26,29,33,7
2018-01-23,7,16,23,25,35,6
2018-01-26,1,4,12,20,29,7
2018-01-30,4,8,13,17,23,1
2018-02-02,6,18,25,26,33,1
2018-02-06,7,10,24,25,32,6
2018-02-09,12,14,21,22,32,7
2018-02-13,4,5,13,24,31,9
2018-02-16,3,16,19,31,34,7
2018-02-20,3,6,15,16,28,6
2018-02-23,3,18,20,24,31,5
2018-02-27,7,14,17,26,27,9
2018-03-02,8,9,20,30,35,1
2018-03-06,6,14,20,21,33,5
2018-03-09,12,17,22,25,28,3
2018-03-13,8,9,15,26,34,3
2018-03-16,5,9,14,20,32,4
2018-03-20,14,21,25,26,33,8
2018-03-23,5,6,22,25,31,6
2018-03-27,8,30,31,32,33,3
2018-04-03,3,8,17,19,23,8
2018-04-06,10,15,20,29,32,4
2018-04-10,2,4,26,29,30,2
2018-04-13,9,15,20,21,35,6
2018-04-17,2,4,7,14,27,8
2018-04-20,5,6,17,22,29,8
2018-04-24,1,14,19,28,30,6
2018-04-27,2,7,10,21,34,9
2018-05-01,4,19,20,23,35,2
2018-05-04,21,27,28,29,34,6
2018-05-08,18,23,25,33,35,5
2018-05-11,6,11,19,26,31,10
2018-05-15,1,4,9,13,25,10
2018-05-18,14,17,22,25,35,6
2018-05-22,12,16,20,25,34,3
2018-05-25,8,13,19,20,22,9
2018-05-29,1,16,24,29,31,8
2018-06-01,3,5,14,25,26,2
2018-06-05,1,13,23,29,30,9
2018-06-08,5,10,18,22,28,7
2018-06-12,8,9,12,32,33,10
2018-06-15,2,6,20,25,32,6
2018-06-19,1,8,17,21,22,1
2018-06-22,11,14,29,33,35,6
2018-06-26,10,13,18,22,28,6
2018-06-29,1,7,19,22,30,6
2018-07-03,3,9,15,16,31,4
2018-07-06,8,20,24,28,34,9
2018-07-10,10,13,16,22,29,1
2018-07-13,24,25,29,30,34,1
2018-07-17,2,4,8,9,19,6
2018-07-20,5,13,22,23,25,2
2018-07-24,1,2,4,26,27,10
2018-07-27,2,11,23,28,30,9
2018-07-31,13,19,25,27,28,5
2018-08-03,11,15,24,28,30,8
2018-08-07,5,9,12,25,28,2
2018-08-10,5,14,29,31,32,6
2018-08-14,1,5,6,19,29,5
2018-08-17,5,8,12,15,20,2
2018-08-21,2,14,28,31,32,2
2018-08-24,7,10,11,12,19,5
2018-08-28,6,8,11,26,28,5
2018-08-31,1,14,18,27,28,8
2018-09-04,3,10,13,22,24,6
2018-09-07,14,21,24,30,33,9
2018-09-11,4,6,11,32,33,6
2018-09-14,6,11,14,22,28,10
2018-09-18,4,6,7,14,29,1
2018-09-21,2,7,15,28,30,5
2018-09-25,10,13,21,29,34,4
2018-09-28,16,23,24,25,29,9
2018-10-02,5,13,14,19,27,8
2018-10-05,4,28,29,31,32,2
2018-10-09,14,16,18,21,25,7
2018-10-12,5,7,9,10,26,8
2018-10-16,7,8,18,27,32,5
2018-10-19,6,11,18,20,35,1
2018-10-23,8,11,20,24,30,1
2018-10-26,17,20,28,29,32,8
2018-10-30,8,10,17,27,29,8
2018-11-02,5,6,8,11,16,9
2018-11-06,1,6,8,22,35,3
2018-11-09,8,17,19,21,34,10
2018-11-13,4,7,10,13,14,1
2018-11-16,12,17,23,27,31,5
2018-11-20,10,11,16,19,29,9
2018-11-23,10,14,16,25,27,5
2018-11-27,2,8,22,27,31,6
2018-11-30,6,12,13,25,35,9
2018-12-04,9,12,25,28,32,1
2018-12-07,4,6,13,29,32,7
2018-12-11,1,2,23,27,32,3
2018-12-14,3,10,23,25,33,10
2018-12-18,4,7,14,22,29,4
2018-12-21,1,2,8,23,32,4
2018-12-28,1,21,22,32,33,8
2019-01-04,5,8,13,31,33,7
2019-01-08,2,23,29,34,35,10
2019-01-11,9,19,21,32,33,7
2019-01-15,3,4,19,21,24,1
2019-01-18,6,8,24,25,33,4
2019-01-22,4,8,14,26,31,9
2019-01-25,3,18,20,21,26,3
2019-01-29,13,25,28,34,35,8
2019-02-01,1,3,12,15,35,3
2019-02-05,5,6,8,24,31,1
2019-02-08,3,11,19,25,28,5
2019-02-12,4,10,22,23,30,5
2019-02-15,12,14,16,17,26,1
2019-02-19,5,18,24,30,35,8
2019-02-22,3,9,16,21,35,8
2019-02-26,3,4,19,28,31,5
2019-03-01,3,11,18,21,34,8
2019-03-05,4,7,11,31,35,4
2019-03-08,1,7,13,24,30,5
2019-03-12,3,4,17,20,31,10
2019-03-15,4,11,14,15,23,10
2019-03-19,8,13,14,21,27,9
2019-03-22,1,3,7,33,34,1
2019-03-26,8,23,24,26,32,7
2019-03-29,18,23,31,34,35,1
2019-04-02,21,23,26,28,32,7
2019-04-05,14,16,28,29,35,4
2019-04-09,6,12,22,29,30,7
2019-04-12,1,3,6,8,16,8
2019-04-16,9,11,14,20,33,2
2019-04-23,5,30,31,32,34,5
2019-04-26,6,10,22,24,25,2
2019-04-30,19,27,28,29,33,8
2019-05-03,12,13,14,28,35,1
2019-05-07,6,11,14,15,29,5
2019-05-10,8,12,14,27,31,4
2019-05-14,11,20,23,25,33,10
2019-05-17,4,8,15,16,18,5
2019-05-21,3,5,11,16,18,5
2019-05-24,12,15,20,22,26,4
2019-05-28,10,11,15,25,31,1
2019-05-31,10,17,24,26,34,9
2019-06-04,11,14,20,26,32,7
2019-06-07,1,3,18,19,21,1
2019-06-11,2,7,20,31,34,8
2019-06-14,3,8,15,24,30,4
2019-06-18,4,8,9,27,32,8
2019-06-21,1,7,11,16,26,10
2019-06-25,13,18,25,32,35,7
2019-06-28,5,15,16,20,24,8
2019-07-02,9,15,16,21,30,1
2019-07-05,1,17,23,27,28,8
2019-07-09,7,12,23,30,31,7
2019-07-12,2,9,15,18,20,8
2019-07-16,4,10,14,21,22,8
2019-07-19,22,24,25,26,29,1
2019-07-23,2,3,11,24,30,8
2019-07-26,7,11,13,15,22,3
2019-07-30,4,8,16,21,26,9
2019-08-02,4,11,24,25,28,6
2019-08-06,16,18,21,28,30,3
2019-08-09,3,8,23,34,35,10
2019-08-13,7,11,12,16,27,9
2019-08-16,3,19,20,24,35,10
2019-08-20,7,8,9,23,30,6
2019-08-23,2,4,8,13,29,3
2019-08-27,8,15,28,30,35,10
2019-08-30,12,19,20,22,33,6
2019-09-03,1,11,26,30,31,2
2019-09-06,5,10,14,17,18,4
2019-09-10,2,4,10,12,34,9
2019-09-13,3,5,18,19,34,4
2019-09-17,2,6,17,23,32,3
2019-09-20,3,7,11,27,33,1
2019-09-24,4,9,10,28,29,2
2019-09-27,5,18,22,30,31,2
2019-10-01,4,6,21,25,31,4
2019-10-04,17,27,29,31,32,5
2019-10-08,6,9,10,27,35,7
2019-10-11,10,13,20,23,27,10
2019-10-15,13,15,18,24,25,4
2019-10-18,20,24,26,27,30,7
2019-10-22,10,13,24,31,35,8
2019-10-25,19,21,22,23,24,9
2019-10-29,12,21,23,29,31,7
2019-11-01,6,7,18,19,30,3
2019-11-05,10,15,19,21,28,6
2019-11-08,10,18,26,30,32,7
2019-11-12,7,11,24,25,30,9
2020-08-21,1,21,22,25,35,4
2020-08-25,7,10,12,25,31,4
2020-08-28,10,13,16,30,34,7
2020-09-01,6,7,15,17,34,2
2020-09-04,1,7,9,16,20,5
2020-09-08,6,10,19,27,35,5
2020-09-11,2,9,22,23,34,5
2020-09-15,4,10,19,22,30,3
2020-09-18,2,9,17,24,33,9
2020-09-22,5,14,17,25,29,1
2020-09-25,2,5,20,25,35,8
2020-09-29,1,12,19,24,29,10
2020-10-02,8,9,15,18,26,9
2020-10-06,10,17,18,33,34,6
2020-10-09,3,5,6,10,17,5
2020-10-13,2,3,17,20,29,6
2020-10-16,9,18,21,32,33,10
2020-10-20,9,11,20,21,24,8
2020-10-23,7,9,13,21,24,8
2020-10-27,2,5,6,24,33,9
2020-10-30,6,7,14,17,35,9
2020-11-03,4,7,10,18,32,8
2020-11-06,2,7,20,21,27,2
2020-11-10,4,5,6,18,22,7
2020-11-13,2,11,24,28,32,7
2020-11-17,5,7,15,18,32,8
2020-11-20,13,14,23,27,33,9
2020-11-24,14,17,19,29,35,5
2020-11-27,3,9,13,14,23,3
2020-12-01,3,9,15,19,33,5
2020-12-04,1,9,19,33,35,6
2020-12-08,5,9,23,30,31,5
2020-12-11,3,14,25,33,35,2
2020-12-15,5,14,26,29,31,1
2020-12-18,4,9,12,15,17,9
2020-12-22,19,24,26,29,30,6
2020-12-29,2,10,18,20,33,5
